ORIGIN,DEST,AIRLINE_CODE,DISTANCE,NUM_VUELOS
OGG,HNL,HA,100.0,3529
HNL,OGG,HA,100.0,3448
SEA,ANC,AS,1448.0,2450
HNL,KOA,HA,163.0,2435
LIH,HNL,HA,102.0,2421
KOA,HNL,HA,163.0,2414
ANC,SEA,AS,1448.0,2394
HNL,LIH,HA,102.0,2382
MCO,ATL,DL,404.0,2334
ATL,MCO,DL,404.0,2303
LAX,DFW,AA,1235.0,2069
DFW,LAX,AA,1235.0,2046
DAL,HOU,WN,239.0,2011
HOU,DAL,WN,239.0,1995
ITO,HNL,HA,216.0,1956
ATL,LGA,DL,762.0,1908
LGA,ATL,DL,762.0,1907
HNL,ITO,HA,216.0,1879
ATL,FLL,DL,581.0,1876
SAN,SJC,WN,417.0,1876
FLL,ATL,DL,581.0,1869
SAN,SMF,WN,480.0,1862
TPA,ATL,DL,406.0,1850
SJC,SAN,WN,417.0,1849
ATL,TPA,DL,406.0,1825
SMF,SAN,WN,480.0,1808
LAX,ATL,DL,1947.0,1790
SEA,LAX,AS,954.0,1756
PHX,DEN,WN,602.0,1749
ATL,LAX,DL,1947.0,1739
DEN,PHX,WN,602.0,1710
DFW,AUS,AA,190.0,1708
DTW,ATL,DL,594.0,1703
DFW,ORD,AA,801.2291789722386,1693
LAX,SEA,AS,954.0,1685
ATL,DTW,DL,594.0,1683
ORD,DFW,AA,801.219512195122,1681
ATL,JAX,DL,270.0,1664
PHX,DFW,AA,868.0,1661
ATL,BOS,DL,946.0,1640
MCO,CLT,AA,468.0,1638
DFW,PHX,AA,868.0,1636
ATL,MSP,DL,907.0,1633
RDU,ATL,DL,356.0,1632
CLT,MCO,AA,468.0,1631
DFW,CLT,AA,936.0,1630
AUS,DFW,AA,190.0,1625
DFW,LGA,AA,1389.0,1620
DCA,ATL,DL,547.0,1618
DFW,MIA,AA,1121.0,1611
LGA,DFW,AA,1389.0,1605
MSP,ATL,DL,907.0,1603
SAT,DFW,AA,247.0,1593
CLT,DFW,AA,936.0,1589
LAS,DFW,AA,1055.0,1586
DFW,LAS,AA,1055.0,1580
LAX,SFO,OO,337.0,1579
LGA,DCA,YX,214.0,1576
BOS,DCA,B6,399.0,1572
ATL,RDU,DL,356.0,1564
JAX,ATL,DL,270.0,1563
IAH,DEN,UA,862.0,1555
BOS,ATL,DL,946.0,1549
MIA,DFW,AA,1121.0,1531
ATL,MIA,DL,594.0,1520
ATL,DCA,DL,547.0,1519
SFO,LAX,OO,337.0,1513
OAK,BUR,WN,325.0,1509
LGA,ORD,AA,733.0,1508
DEN,IAH,UA,862.0,1504
SAN,LAS,WN,258.0,1498
DFW,SAT,AA,247.0,1496
MIA,ATL,DL,594.0,1491
DCA,BOS,B6,399.0,1489
DCA,LGA,YX,214.0,1487
IAH,ORD,UA,925.0,1482
MCO,BWI,WN,787.0,1473
ATL,PBI,DL,545.0,1473
PBI,ATL,DL,545.0,1459
LAS,PHX,WN,255.0,1458
BWI,MCO,WN,787.0,1457
DEN,ORD,UA,888.0,1453
LAS,SAN,WN,258.0,1448
DEN,LAS,WN,628.0,1434
SFO,ORD,UA,1846.0,1431
BUR,OAK,WN,325.0,1429
ORD,LGA,AA,733.0,1422
PHX,LAS,WN,255.0,1420
DFW,MCO,AA,985.0,1419
SFO,EWR,UA,2565.0,1416
SAN,OAK,WN,446.0,1409
EWR,SFO,UA,2565.0,1408
ORD,SFO,UA,1846.0,1405
CLT,ORD,AA,599.0,1403
ORD,DEN,UA,888.0,1402
CHS,ATL,DL,259.0,1400
OAK,SAN,WN,446.0,1396
ATL,SLC,DL,1590.0,1387
LAX,JFK,B6,2475.0,1386
SEA,SFO,AS,679.0,1381
DEN,DFW,AA,641.0,1381
LGA,CLT,AA,544.0,1379
BUR,LAS,WN,223.0,1378
LAS,DEN,WN,628.0,1371
SLC,ATL,DL,1590.0,1369
DFW,DEN,AA,641.0,1367
EWR,MCO,UA,937.0,1365
ATL,BNA,DL,214.0,1362
LAS,BUR,WN,223.0,1362
ORD,IAH,UA,925.0,1360
MCO,DFW,AA,985.0,1359
MIA,LGA,AA,1096.0,1359
BOS,DCA,AA,399.0,1357
LAS,OAK,WN,407.0,1356
DCA,BOS,AA,399.0,1355
DCA,DFW,AA,1192.0,1354
MCO,EWR,UA,937.0,1352
EWR,ORD,UA,719.0,1352
LGA,MIA,AA,1096.0,1350
ATL,EWR,DL,746.0,1350
SJC,LAS,WN,386.0,1348
BOS,LGA,YX,184.0,1345
LAX,OAK,WN,337.0,1343
ORD,CLT,AA,599.0,1342
MSY,ATL,DL,425.0,1341
SFO,IAH,UA,1635.0,1340
JFK,LAX,B6,2475.0,1340
LAS,SJC,WN,386.0,1340
ATL,BWI,DL,577.0,1338
TPA,CLT,AA,507.0,1336
ATL,CHS,DL,259.0,1330
IAH,SFO,UA,1635.0,1330
CLT,TPA,AA,507.0,1323
EWR,ATL,DL,746.0,1320
LAX,JFK,AA,2475.0,1319
CLT,BOS,AA,728.0,1319
ATL,DFW,DL,731.0,1318
JFK,LAX,AA,2475.0,1318
LGA,BOS,YX,184.0,1317
SAN,PHX,WN,304.0,1316
DFW,SAN,AA,1171.0,1315
OAK,LAX,WN,337.0,1314
CLT,PHL,AA,449.0,1314
SFO,SEA,AS,679.0,1312
SJC,BUR,WN,296.0,1312
DEN,MDW,WN,895.0,1312
DAL,DEN,WN,651.0,1310
SJC,SNA,WN,342.0,1307
CLT,ATL,DL,226.0,1306
DEN,SFO,UA,967.0,1306
PHL,CLT,AA,449.0,1305
LAX,LAS,WN,236.0,1304
LAX,ORD,UA,1744.0,1302
CLT,LGA,AA,544.0,1299
BNA,ATL,DL,214.0,1298
SFO,DEN,UA,967.0,1296
IAH,EWR,UA,1400.0,1295
BWI,ATL,DL,577.0,1294
OAK,LAS,WN,407.0,1293
ORD,EWR,UA,719.0,1290
RNO,LAS,WN,345.0,1288
LAX,ORD,AA,1744.0,1282
ATL,MSY,DL,425.0,1280
DFW,SNA,AA,1205.0,1278
DEN,DAL,WN,651.0,1274
PHX,SAN,WN,304.0,1272
ATL,LAS,DL,1747.0,1272
EWR,IAH,UA,1400.0,1271
SAN,DFW,AA,1171.0,1271
MDW,DEN,WN,895.0,1271
DFW,DCA,AA,1192.0,1270
ORD,ATL,DL,606.0,1269
PHL,DFW,AA,1303.0,1267
IAH,LAX,UA,1379.0,1264
BUR,SJC,WN,296.0,1264
LAX,EWR,UA,2454.0,1264
MIA,DCA,AA,919.0,1263
ORD,LAX,UA,1744.0,1260
ATL,SAV,DL,214.0,1257
LAS,ATL,DL,1747.0,1256
ATL,MEM,DL,332.0,1256
LAX,IAH,UA,1379.0,1255
ATL,PHL,DL,666.0,1253
ATL,CLT,DL,226.0,1253
LAS,RNO,WN,345.0,1250
MIA,CLT,AA,650.0,1248
MDW,LAS,WN,1521.0,1246
LAS,SMF,WN,397.0,1246
DAL,AUS,WN,189.0,1244
SNA,SJC,WN,342.0,1244
CLT,RDU,AA,130.0,1244
MEM,ATL,DL,332.0,1243
SAV,ATL,DL,214.0,1241
PHL,ATL,DL,666.0,1240
SNA,DFW,AA,1205.0,1237
DFW,ATL,DL,731.0,1236
ORD,LAX,AA,1744.0,1235
JFK,LAX,DL,2475.0,1232
BOS,CLT,AA,728.0,1231
LAX,JFK,DL,2475.0,1231
EWR,LAX,UA,2454.0,1230
DCA,MIA,AA,919.0,1228
MDW,MCO,WN,990.0,1228
ATL,ORD,DL,606.0,1224
DEN,EWR,UA,1605.0,1222
SAT,DAL,WN,247.07125307125307,1221
RSW,ATL,DL,515.0,1220
ATL,BHM,DL,134.0,1220
BWI,FLL,WN,925.0,1220
ATL,RSW,DL,515.0,1219
SMF,LAS,WN,397.0,1219
FLL,BWI,WN,925.0,1218
MCO,MDW,WN,990.0,1214
ATL,AUS,DL,813.0,1210
AUS,ATL,DL,813.0,1208
LAS,LAX,WN,236.0,1207
SAN,SEA,AS,1050.0,1206
CLT,MIA,AA,650.0,1202
SEA,SAN,AS,1050.0,1199
PHX,SEA,AS,1107.0,1199
IND,ATL,DL,432.0,1198
ATL,PNS,DL,271.0,1198
DFW,PHL,AA,1303.0,1198
BUR,SMF,WN,358.0,1197
JFK,MCO,B6,944.0,1197
DEN,ATL,DL,1199.0,1197
DFW,SFO,AA,1464.0,1194
AUS,DAL,WN,189.0,1193
SFO,LAX,UA,337.0,1193
DEN,LAX,UA,862.0,1187
DFW,IAH,AA,224.0,1187
PHX,CLT,AA,1773.0,1187
SFO,DFW,AA,1464.0,1181
ORD,MIA,AA,1197.0,1179
SMF,BUR,WN,358.0,1177
ATL,IND,DL,432.0,1176
DAL,SAT,WN,247.06893617021277,1175
LAX,DEN,UA,862.0,1174
ORD,PHX,AA,1440.0,1172
MCO,JFK,B6,944.0,1170
BHM,ATL,DL,134.0,1168
CLT,DCA,AA,331.0,1167
LAX,SFO,UA,337.0,1164
DFW,ATL,AA,731.0,1163
EWR,DEN,UA,1605.0,1162
JFK,MIA,AA,1089.0,1159
MIA,ORD,AA,1197.0,1157
DCA,CLT,AA,331.0,1157
SJC,LAX,OO,308.0,1153
RDU,CLT,AA,130.0,1150
BNA,DFW,AA,631.0,1150
SEA,LAS,AS,867.0,1149
LAS,MDW,WN,1521.0,1148
MDW,PHX,WN,1444.0,1146
CLT,PHX,AA,1773.0,1141
MIA,JFK,AA,1089.0,1140
MIA,MCO,AA,192.0,1138
SEA,PHX,AS,1107.0,1137
PHX,ORD,AA,1440.0,1137
LAX,SJC,OO,308.0,1135
ATL,RIC,DL,481.0,1134
LGA,CMH,YX,479.0,1132
SLC,LAX,DL,590.0,1132
FLL,CLT,AA,632.0,1131
SEA,ATL,DL,2182.0,1130
JFK,FLL,B6,1069.0,1129
PHX,DAL,WN,879.0,1127
ORD,PHL,AA,678.0,1122
ORD,DCA,AA,612.0,1121
RIC,ATL,DL,481.0,1120
ATL,DEN,DL,1199.0,1119
EWR,CLT,AA,529.0,1117
LAX,SEA,DL,954.0,1114
IAH,DFW,AA,224.0,1113
HOU,DEN,WN,883.0,1112
SEA,DFW,AA,1660.0,1111
ORF,ATL,DL,516.0,1111
ATL,DFW,AA,731.0,1111
LAS,SEA,AS,867.0,1110
BOS,PHL,AA,280.0,1104
CMH,LGA,YX,479.0,1103
LGA,ORD,UA,733.0,1100
DFW,BNA,AA,631.0,1100
CLT,EWR,AA,529.0,1099
ATL,ORF,DL,516.0,1097
MCO,MIA,AA,192.0,1096
PNS,ATL,DL,271.0,1096
PHX,MDW,WN,1444.0,1095
SEA,LAX,DL,954.0,1095
LAX,SLC,DL,590.0,1094
JFK,ATL,DL,760.0,1092
ATL,JFK,DL,760.0,1091
BOI,SEA,OO,399.0,1091
ATL,IAH,DL,689.0,1088
DFW,TPA,AA,929.0,1088
PHL,BOS,AA,280.0,1087
FLL,EWR,UA,1065.0,1086
CMH,ATL,DL,447.0,1086
DAL,PHX,WN,879.0,1084
TPA,BWI,WN,842.0,1082
BWI,TPA,WN,842.0,1080
DEN,HOU,WN,883.0,1078
LAX,CLT,AA,2125.0,1077
ATL,MCI,DL,692.0,1077
SEA,BOI,OO,399.0,1077
SLC,SEA,DL,689.0,1076
ATL,CLE,DL,554.0,1074
ORD,LGA,UA,733.0,1074
SGF,DFW,MQ,364.0,1072
CLT,FLL,AA,632.0,1067
SEA,SNA,AS,978.0,1067
BOS,EWR,UA,200.0,1067
SNA,SEA,AS,978.0,1066
SEA,SLC,DL,689.0,1065
SNA,LAS,WN,226.0,1065
DCA,ORD,AA,612.0,1064
IAH,ATL,DL,689.0,1063
ORD,BNA,OO,409.0,1062
PHL,ORD,AA,678.0,1061
OGG,HNL,WN,100.0,1060
ATL,CVG,DL,373.0,1060
FLL,JFK,B6,1069.0,1058
DFW,SGF,MQ,364.0,1057
DFW,SEA,AA,1660.0,1055
EWR,BOS,UA,200.0,1055
EWR,FLL,UA,1065.0,1054
GSP,CLT,OH,75.0,1054
LAX,SJC,WN,308.0,1054
LAX,MIA,AA,2342.0,1052
SFO,PSP,OO,421.0,1052
CLT,GSP,OH,75.0,1052
SNA,OAK,WN,371.0,1051
DFW,MSY,AA,447.0,1048
OAK,SNA,WN,371.0,1048
DAL,MDW,WN,793.0,1047
ATL,SEA,DL,2182.0,1045
CVG,ATL,DL,373.0,1045
BOS,BWI,WN,369.0,1045
HNL,OGG,WN,100.0,1042
ATL,STL,DL,484.0,1039
CLT,LAX,AA,2125.0,1037
LAX,PHX,WN,370.0,1035
PHX,SNA,WN,338.0,1034
JFK,BOS,B6,187.0,1033
MSY,DFW,AA,447.0,1031
MDW,DAL,WN,793.0,1030
ATL,CMH,DL,447.0,1030
ORD,DTW,OO,235.0,1025
MCI,ATL,DL,692.0,1024
DTW,MSP,DL,528.0,1023
ATL,PIT,DL,526.0,1023
MIA,LAX,AA,2342.0,1022
DFW,XNA,MQ,280.0,1021
GSP,ATL,DL,153.0,1018
ATL,SAT,DL,874.0,1014
LAS,SNA,WN,226.0,1013
MSY,HOU,WN,302.0,1013
MSP,LAX,DL,1535.0,1012
ATL,SDF,DL,321.0,1010
SMF,SNA,WN,404.0,1008
CLE,ATL,DL,554.0,1006
BWI,BOS,WN,369.0,1005
SMF,LAX,OO,373.0,1002
PHX,LAX,WN,370.0,999
BNA,ORD,OO,409.0,998
ATL,GSP,DL,153.0,993
STL,ATL,DL,484.0,993
LAX,SMF,OO,373.0,991
LGA,ORD,DL,733.0,990
MCO,DTW,DL,957.0,990
SDF,ATL,DL,321.0,989
BWI,CLT,AA,361.0,985
XNA,DFW,MQ,280.0,985
HOU,MSY,WN,302.0,983
SJC,LAX,WN,308.0,982
MSY,DAL,WN,436.0,982
DFW,BOS,AA,1562.0,982
BOS,DFW,AA,1562.0,979
PSP,SFO,OO,421.0,974
MIA,PHL,AA,1013.0,974
LAS,DAL,WN,1067.0,971
MCO,PHL,AA,861.0,971
MSP,DTW,DL,528.0,970
SFO,SNA,OO,372.0,970
TUS,DFW,AA,813.0,969
TPA,DFW,AA,929.0,968
LAS,MSP,DL,1299.0,968
DEN,SLC,WN,391.0,967
PDX,SEA,OO,129.0,966
ORD,LGA,DL,733.0,966
BOS,JFK,B6,187.0,965
LAX,MSP,DL,1535.0,964
SFO,ATL,DL,2139.0,964
SNA,SFO,OO,372.0,963
IAH,MCO,UA,854.0,963
ATL,PHX,DL,1587.0,958
PHL,MCO,AA,861.0,957
TPA,EWR,UA,997.0,956
DTW,ORD,OO,235.0,954
ATL,SRQ,DL,444.0,953
PHX,ATL,DL,1587.0,952
SNA,PHX,WN,338.0,951
GSO,ATL,DL,306.0,951
IAD,DEN,UA,1452.0,950
MDW,MCI,WN,405.0,949
DFW,TUS,AA,813.0,948
LAS,SFO,UA,414.0,948
LAX,SMF,WN,373.0,947
AUS,DEN,WN,775.0,947
LAX,DTW,DL,1979.0,943
SLC,DFW,AA,989.0,943
ATL,GSO,DL,306.0,942
DAL,MSY,WN,436.0,942
SFO,LAS,UA,414.0,942
ATL,SFO,DL,2139.0,940
EWR,MIA,UA,1085.0,940
PBI,EWR,UA,1023.0,936
LAX,PHX,AA,370.0,935
PHL,MIA,AA,1013.0,934
MSP,LAS,DL,1299.0,934
SMF,LAX,WN,373.0,934
DEN,IAD,UA,1452.0,934
SEA,GEG,OO,224.0,933
PHX,LAX,AA,370.0,933
MCO,BOS,B6,1121.0,933
MSP,PHX,DL,1276.0,931
BNA,MDW,WN,395.0,930
SEA,PDX,AS,129.0,930
PHX,OAK,WN,646.0,929
AUS,IAH,UA,140.0,929
PHX,LAX,OO,370.0,929
SLC,DEN,WN,391.0,928
SAN,DEN,WN,853.0,927
PIT,ATL,DL,526.0,924
EWR,PBI,UA,1023.0,923
PHL,PHX,AA,2075.0,923
MSY,IAH,UA,305.0,922
LAS,DEN,UA,628.0,921
SNA,SMF,WN,404.0,920
IAH,LAS,UA,1222.0,919
LGA,PIT,YX,335.0,919
DFW,LIT,MQ,304.0,918
DEN,ASE,OO,125.0,918
IAH,MSY,UA,305.0,918
DTW,LGA,DL,502.0,918
SRQ,ATL,DL,444.0,916
MDW,BWI,WN,611.0,915
DCA,LGA,AA,214.0,915
SAT,ATL,DL,874.0,915
SJU,MIA,AA,1045.0,915
ATL,VPS,DL,250.0,914
LGA,DCA,AA,214.0,914
BOS,MCO,B6,1121.0,914
LAX,PHX,OO,370.0,913
DEN,SAN,WN,853.0,912
LGA,BOS,B6,184.0,912
DEN,AUS,WN,775.0,912
DFW,SLC,AA,989.0,910
LAX,DEN,WN,862.0,909
OAK,PHX,WN,646.0,909
MIA,BOS,AA,1258.0,908
DAL,LAS,WN,1067.0,906
ASE,DEN,OO,125.0,905
DTW,MCO,DL,957.0,905
SJU,JFK,B6,1598.0,904
BUR,PHX,WN,369.0,904
TUL,DFW,AA,237.0,904
BOS,MIA,AA,1258.0,904
ATL,ECP,DL,240.0,904
GEG,SEA,OO,224.0,903
BWI,MDW,WN,611.0,903
MCO,IAH,UA,854.0,902
DEN,COS,OO,73.0,902
DEN,LAX,WN,862.0,901
EWR,TPA,UA,997.0,899
PHX,PHL,AA,2075.0,896
MCO,DAL,WN,973.0,895
MCI,MDW,WN,405.0,895
MDW,BNA,WN,395.0,895
DEN,LAS,UA,628.0,894
MSP,DEN,DL,680.0,894
ATL,IAD,DL,534.0,893
MSP,SEA,DL,1399.0,893
LIT,DFW,MQ,304.0,892
DTW,LAX,DL,1979.0,892
DAL,MCO,WN,973.0,887
DEN,MSP,DL,680.0,887
IAH,AUS,UA,140.0,887
JFK,SJU,B6,1598.0,886
PHX,SMF,WN,647.0,885
SMF,ONT,WN,390.0,883
LGA,DTW,DL,502.0,883
BOS,LGA,B6,184.0,882
VPS,ATL,DL,250.0,882
SFO,SAN,UA,447.0,880
ONT,DFW,AA,1188.0,879
MIA,EWR,UA,1085.0,879
ONT,SMF,WN,390.0,877
SMF,PHX,WN,647.0,876
SFO,IAD,UA,2419.0,875
PHX,MSP,DL,1276.0,874
PHL,LAX,AA,2402.0,874
LAX,PHL,AA,2402.0,874
MKE,ATL,DL,669.0,873
SEA,SJC,AS,696.0,873
CLT,SAV,OH,213.0,873
SEA,MSP,DL,1399.0,872
IAD,SFO,UA,2419.0,872
SEA,PDX,OO,129.0,871
DEN,LGA,UA,1620.0,870
DFW,TUL,AA,237.0,870
RSW,CLT,AA,600.0,870
LAS,IAH,UA,1222.0,869
LGA,MDW,WN,725.0,869
SAV,CLT,OH,213.0,868
ATL,MKE,DL,669.0,866
MSP,SLC,DL,991.0,865
PDX,SEA,AS,129.0,865
MIA,SJU,AA,1045.0,864
RNO,LAX,OO,391.0,863
DFW,ONT,AA,1188.0,863
IAD,ATL,DL,534.0,862
LAS,CLT,AA,1916.0,861
DFW,ABI,MQ,158.0,861
DEN,MCI,WN,533.0,860
FLL,DFW,AA,1119.0,860
MCI,DFW,AA,460.0,859
DFW,FLL,AA,1119.0,859
STL,DFW,AA,550.0,857
STL,DEN,WN,770.0,856
PHX,BUR,WN,369.0,855
MDW,STL,WN,251.0,855
MSP,MDW,WN,349.0,854
ATL,BDL,DL,859.0,853
DTW,BOS,DL,632.0,853
MDW,ATL,WN,591.0,852
MCI,DEN,WN,533.0,852
BNA,DAL,WN,623.0,852
ATL,TYS,9E,152.0,851
ORD,MCO,UA,1005.0,851
CLT,BHM,OH,350.0,850
HOU,MDW,WN,937.0,850
DFW,STL,AA,550.0,850
MCO,BNA,WN,616.0,848
SLC,MSP,DL,991.0,846
STL,MDW,WN,251.0,845
CLT,BWI,AA,361.0,844
MDW,MSP,WN,349.0,843
LGA,IND,YX,660.0,842
MDW,LGA,WN,725.0,841
LAS,DTW,DL,1749.0,840
DEN,PHX,UA,602.0,840
SJC,SEA,AS,696.0,839
LAX,PDX,AS,834.0,839
SAN,SFO,UA,447.0,837
SFO,PDX,UA,550.0,835
DFW,RDU,AA,1061.0,835
CLT,LAS,AA,1916.0,834
DEN,STL,WN,770.0,833
BNA,MCO,WN,616.0,833
BDL,ATL,DL,859.0,832
MCO,ORD,UA,1005.0,831
DAL,MCI,WN,460.93614457831325,830
BHM,CLT,OH,350.0,830
DEN,CLT,AA,1337.0,829
EWR,LAS,UA,2227.0,825
OKC,DFW,AA,175.0,824
LGA,DEN,UA,1620.0,823
CLT,DEN,AA,1337.0,823
COS,DEN,OO,73.0,821
LAX,RNO,OO,391.0,820
DCA,ORD,UA,612.0,820
DEN,SLC,OO,391.0,820
SAN,SLC,DL,626.0,819
JAX,CLT,AA,328.0,819
SLC,PDX,DL,630.0,819
SJC,PHX,WN,621.0,819
IND,LGA,YX,660.0,819
MDW,HOU,WN,937.0,817
ABI,DFW,MQ,158.0,816
ORD,BOS,UA,867.0,816
LAS,SLC,DL,368.0,816
BWI,ATL,WN,577.0,815
BNA,DEN,WN,1014.0,815
EWR,MCO,B6,937.0,815
BOS,DTW,DL,632.0,815
MIA,TPA,AA,204.0,814
ECP,ATL,DL,240.0,813
PIT,LGA,YX,335.0,813
AGS,ATL,9E,143.0,811
SFO,SEA,UA,679.0,811
TYS,ATL,9E,152.0,811
DCA,MDW,WN,601.0,810
AUS,CLT,AA,1032.0,807
MCO,SJU,B6,1189.0,807
STL,DAL,WN,546.0,807
BOS,ORD,UA,867.0,806
MDW,DCA,WN,601.0,806
IAD,LAX,UA,2288.0,806
PDX,SLC,DL,630.0,806
CVG,CLT,OH,335.0,805
SLC,SAN,DL,626.0,805
OAK,ONT,WN,362.0,805
LAS,HOU,WN,1235.0,805
SLC,DEN,DL,391.0,804
OAK,DEN,WN,957.0,802
ABQ,DFW,AA,569.0,802
CLT,RSW,AA,600.0,802
DAL,BNA,WN,623.0,800
CLT,RIC,AA,257.0,800
JFK,SFO,B6,2586.0,799
MCO,EWR,B6,937.0,798
PHX,DEN,UA,602.0,797
PBI,CLT,AA,590.0,797
IAH,SAT,UA,191.0,797
SEA,SFO,UA,679.0,797
DFW,MCI,AA,460.0,795
MSP,BOS,DL,1124.0,794
LGA,MSP,DL,1020.0,794
MCI,DAL,WN,460.9307304785894,794
DEN,BNA,WN,1014.0,794
MDW,TPA,WN,997.0,794
MSP,LGA,DL,1020.0,793
CLT,PBI,AA,590.0,793
ONT,OAK,WN,362.0,792
PDX,LAX,AS,834.0,792
SJU,MCO,B6,1189.0,791
SFO,LAX,WN,337.0,791
DFW,OKC,AA,175.0,791
CLT,JFK,AA,541.0,790
SAN,DEN,UA,853.0,790
BNA,CLT,AA,328.0,790
TPA,MIA,AA,204.0,789
SAN,SFO,WN,447.0,789
EWR,PIT,YX,319.0,789
DEN,SAN,UA,853.0,789
ATL,HSV,DL,151.0,789
HOU,PHX,WN,1020.0,789
CLT,AVL,OH,91.0,788
MCO,SJU,WN,1189.0,788
JFK,CLT,AA,541.0,786
LIT,ATL,DL,453.0,785
CLT,CVG,OH,335.0,784
DAL,ATL,WN,721.0,783
CLT,TYS,OH,177.0,783
SEA,DEN,UA,1024.0,783
JFK,SFO,DL,2586.0,782
DTW,LAS,DL,1749.0,782
PHX,SJC,WN,621.0,781
DEN,SMF,WN,909.0,781
SLC,LAS,DL,368.0,780
HOU,SAT,WN,192.0,779
MCO,HOU,WN,849.0,779
DEN,SEA,UA,1024.0,778
ATL,LIT,DL,453.0,778
OAK,PDX,WN,543.0,778
SFO,JFK,B6,2586.0,777
CLT,JAX,AA,328.0,777
AUS,HOU,WN,148.0,775
SFO,SAN,WN,447.0,775
SFO,JFK,DL,2586.0,775
ATL,MDW,WN,591.0,775
CMH,ORD,MQ,296.0,774
ORD,BOS,AA,867.0,774
LAX,IAD,UA,2288.0,772
ATL,SAN,DL,1892.0,772
TPA,MDW,WN,997.0,772
SMF,DEN,WN,909.0,771
DAL,STL,WN,546.0,771
PIT,EWR,YX,319.0,771
BOS,ORD,AA,867.0,771
SFO,SAN,OO,447.0,770
SLC,SNA,DL,588.0,770
SNA,DEN,WN,846.0,770
ATL,BWI,WN,577.0,770
HOU,MCO,WN,849.0,770
MCO,MSP,DL,1310.0,768
BOI,SFO,OO,522.0,768
ORD,SEA,AS,1721.0,767
SAT,IAH,UA,191.0,767
MSP,MCO,DL,1310.0,766
DFW,JAX,AA,918.0,765
AVL,CLT,OH,91.0,765
JAN,ATL,DL,341.0,765
LAS,LAX,AA,236.0,763
CLT,BNA,AA,328.0,762
PDX,OAK,WN,543.0,761
PHX,SLC,DL,507.0,761
SLC,DEN,OO,391.0,761
SJU,MCO,WN,1189.0,760
MCO,LGA,DL,950.0,760
DEN,SNA,WN,846.0,760
SLC,DTW,DL,1481.0,758
DTW,SEA,DL,1927.0,758
SLC,PHX,WN,507.0,758
PDX,SFO,UA,550.0,758
FLL,BOS,B6,1237.0,758
OAK,SEA,WN,672.0,757
LAS,ORD,UA,1514.0,757
LAS,EWR,UA,2227.0,756
ATL,AGS,9E,143.0,756
ORD,CMH,MQ,296.0,755
LAX,LAS,AA,236.0,754
MIA,ATL,AA,594.0,753
HOU,LAS,WN,1235.0,753
SNA,SLC,DL,588.0,753
ATL,HOU,WN,696.0,753
LGA,MCO,DL,950.0,752
LAX,SFO,WN,337.0,751
GRK,DFW,MQ,134.0,751
SEA,LAS,DL,867.0,751
ATL,FLL,NK,581.0,751
ATL,HOU,DL,696.0,751
RIC,CLT,AA,257.0,751
DFW,ELP,AA,551.0,751
BOS,MSP,DL,1124.0,750
DTW,DCA,DL,405.0,748
BWI,PVD,WN,327.0,747
DFW,MSP,AA,852.0,747
IAD,ORD,UA,588.0,747
OKC,ATL,DL,761.0,747
MSP,DFW,AA,852.0,746
SFO,BOI,OO,522.0,746
DEN,MSP,WN,680.0,746
DFW,GRK,MQ,134.0,745
ORD,LAS,UA,1514.0,745
FLL,ATL,NK,581.0,745
ATL,JAN,DL,341.0,744
BNA,BWI,WN,587.0,744
ATL,DAL,WN,721.0,743
DEN,OAK,WN,957.0,743
DAL,ATL,DL,721.0,743
PVD,BWI,WN,327.0,742
HOU,ATL,WN,696.0,742
SEA,OAK,WN,672.0,742
PHX,SLC,WN,507.0,741
DEN,BWI,WN,1491.0,741
BDL,CLT,AA,644.0,740
MSP,DEN,WN,680.0,740
SEA,ORD,AS,1721.0,738
BWI,BNA,WN,587.0,738
LAS,SEA,DL,867.0,737
BOS,FLL,B6,1237.0,737
SAN,SFO,OO,447.0,737
ATL,DAL,DL,721.0,736
ATL,OKC,DL,761.0,736
PHX,HOU,WN,1020.0,733
DFW,ABQ,AA,569.0,733
HSV,ATL,DL,151.0,733
SAN,ATL,DL,1892.0,733
STL,MCO,WN,882.0,732
TYS,CLT,OH,177.0,732
ONT,PHX,WN,325.0,731
CLT,PIT,AA,366.0,731
SLC,SFO,OO,599.0,730
MSP,ORD,UA,334.0,729
DCA,DTW,DL,405.0,729
ATL,MIA,AA,594.0,729
HOU,AUS,WN,148.0,729
MCO,ATL,WN,404.0,728
MCO,JFK,DL,944.0,728
SLC,SFO,DL,599.0,728
DFW,MEM,AA,431.0,727
ATL,OMA,DL,821.0,727
MEM,DFW,AA,431.0,726
CLT,MSY,AA,651.0,726
LAS,PHX,AA,255.0,726
DTW,DFW,AA,986.0,726
PHX,LAS,AA,255.0,725
BWI,DEN,WN,1491.0,725
PHX,ONT,WN,325.0,724
DAY,CLT,OH,370.0,724
BDL,BWI,WN,283.0,723
DEN,SEA,AS,1024.0,723
IAH,IAD,UA,1190.0,723
JAX,DFW,AA,918.0,722
SEA,DEN,AS,1024.0,721
ORD,DCA,UA,612.0,721
FLL,DTW,DL,1127.0,721
RDU,BWI,WN,255.0,720
CLT,AUS,AA,1032.0,720
DEN,SLC,DL,391.0,720
CAE,ATL,DL,192.0,720
HOU,ATL,DL,696.0,719
DCA,MSP,DL,931.0,719
LAX,TUS,OO,451.0,718
DFW,SMF,AA,1431.0,718
